序号,日期,标题,url,解读评论,媒体名称,分类,调性分,质量分,正负面,导入时间,发布时间,曝光,点击,CTR,位置
2258,5.9,韩国检方突击搜查LG集团总部，或涉逃税100亿韩元,http://view.inews.qq.com/a/TEC2018050902483700,,中新网,时政,高,3,中,2018/5/9 14:02,2018/5/9 14:00,--,--,--,科技频道-精品池
2259,5.9,谷歌开发者大会五大看点：安卓新系统3个功能键砍掉两个,http://view.inews.qq.com/a/20180509A0NTP900,,澎湃新闻,科技,中,3,中,2018/5/9 11:40,2018/5/9 11:39,--,--,--,"山西地方站-精品池,科技频道-精品池,传媒频道-精品池"
2260,5.9,英特尔一口气连投三家中国公司：物联网芯片厂商乐鑫在列,http://view.inews.qq.com/a/20180509A0SXHR00,,澎湃新闻,科技,高,3,中,2018/5/9 13:14,2018/5/9 13:07,--,--,--,"科技频道-精品池,财经频道-精品池"
2261,5.9,刘海屏手机颜值排行榜来袭：iPhone X竟然不是第一？,http://view.inews.qq.com/a/20180509V0OIGN00,,,其他,中,3,中,2018/5/9 12:37,2018/5/9 12:18,--,--,--,"数码频道-精品池,科技频道-精品池"
2262,5.9,Uber宣布2023年开展无人驾驶飞行汽车业务,http://view.inews.qq.com/a/20180509A0KWG300,,驱动之家,科技,中,3,中,2018/5/9 11:04,2018/5/9 11:01,--,--,--,"科技频道-精品池,数码频道-精品池"
2263,5.9,当AI成为“人缘裁判”，我们该在社交软件里何去何从？,http://view.inews.qq.com/a/20180508A20DQA00,1,脑极体,科技,中,3,中,2018/5/9 0:15,2018/5/8 23:45,--,--,--,科技频道-精品池
2264,5.9,从刘强东到雷军，教你怎样掌握企业控制权？,http://view.inews.qq.com/a/20180509A012VH00,1,秦朔朋友圈,科技,高,4,中,2018/5/9 7:13,2018/5/9 0:12,--,--,--,"科技频道-精品池,财经频道-精品池,Top频道-精品池"
2265,5.9,滴滴背后的营销秘密，将成为企业的决胜点,http://view.inews.qq.com/a/20180509A030G100,1,锌财经,科技,中,3,中,2018/5/9 7:19,2018/5/9 7:02,--,--,--,科技频道-精品池
2266,5.9,自动驾驶职位，offer哪里找？（美国版&中国版）,http://view.inews.qq.com/a/20180509A05PSI00,1,量子位,科技,中,3,中,2018/5/9 7:39,2018/5/9 5:36,--,--,--,科技频道-精品池
2267,5.9,欧盟新隐私条例将生效，专家却认为：可能反而帮了谷歌&脸书,http://view.inews.qq.com/a/20180509A09C9X00,1,全媒派,科技,中,5,中,2018/5/9 8:02,2018/5/9 7:54,--,--,--,"科技频道-精品池,传媒频道-精品池,Top频道-精品池"
2268,5.9,内容创业者有微信公众号就够了，还要小程序干嘛？,http://view.inews.qq.com/a/20180509A09CEE00,1,刺猬公社,科技,中,3,中,2018/5/9 8:05,2018/5/9 7:54,--,--,--,科技频道-精品池
2269,5.9,社交电商“逆袭”站上风口 流量红利或催生新巨头,http://view.inews.qq.com/a/TEC2018050900689100,1,每日经济新闻,科技,高,3,中,2018/5/9 8:19,2018/5/9 8:02,749054,6304,0.84%,"科技频道-精品池,Top频道-精品池"
2270,5.9,罗永浩，求求你别秀了,http://view.inews.qq.com/a/20180509A0AKAM00,1,创业邦,数码,中,3,中,2018/5/9 8:30,2018/5/9 8:19,--,--,--,科技频道-精品池
2271,5.9,研究了30+独角兽：那些亏钱到肉疼的公司，是怎么逆袭的？,http://view.inews.qq.com/a/20180509A0BAZX00,1,腾讯创业,科技,中,3,中,2018/5/9 8:39,2018/5/9 8:37,--,--,--,科技频道-精品池
2272,5.9,你与巴菲特、盖茨、乔布斯的学识距离，只有“5小时”,http://view.inews.qq.com/a/20180509A09P6J00,1,红杉汇,教育,中,4,中,2018/5/9 8:41,2018/5/9 8:06,--,--,--,"科技频道-精品池,职场频道-精品池"
2273,5.9,大佬们身边的亲密战友，都帮过他们什么？,http://view.inews.qq.com/a/20180509A0BPX800,1,中国企业家,科技,中,3,中,2018/5/9 8:56,2018/5/9 8:47,--,--,--,科技频道-精品池
2274,5.9,豆瓣真的已经“失去生命力”了吗？,http://view.inews.qq.com/a/20180508G1U9U700,1,三节课,科技,中,4,中,2018/5/9 9:29,2018/5/8 21:31,--,--,--,"科技频道-精品池,Top频道-精品池"
2275,5.9,华为路由Q2上线黑科技：Wi-Fi感知技术,http://view.inews.qq.com/a/20180509A0NZKB00,,驱动之家,数码,中,3,中,2018/5/9 11:49,2018/5/9 11:41,--,--,--,"科技频道-精品池,数码频道-精品池"
2276,5.9,爱宠医生获千万级战略融资，打造线下“轻连锁”宠物医院品牌,http://view.inews.qq.com/a/20180509A0MFL400,,猎云网,科技,中,3,中,2018/5/9 11:58,2018/5/9 11:21,--,--,--,科技频道-精品池
2277,5.9,外媒：小米最新估值低于此前预期 原因可能是这两个,http://view.inews.qq.com/a/TEC2018050901764100,1,腾讯科技,科技,高,3,中,2018/5/9 10:24,2018/5/9 10:16,--,--,--,"科技频道-精品池,Top频道-精品池,汕尾地方站-精品池"
2278,5.9,联想，失去联想,http://view.inews.qq.com/a/20180509A0ITZP00,1,差评,数码,中,3,中,2018/5/9 10:34,2018/5/9 10:31,--,--,--,"科技频道-精品池,郑州地方站-精品池"
2279,5.9,锤子坚果R1的前世今生：老罗是如何闭着眼把它吹上天的？,http://view.inews.qq.com/a/20180509A0J3X400,1,雷科技,科技,中,3,中,2018/5/9 10:38,2018/5/9 10:35,--,--,--,"科技频道-精品池,长沙地方站-精品池,数码频道-精品池,郑州地方站-精品池"
2280,5.9,白鸦的脆弱和有赞的梦想,http://view.inews.qq.com/a/20180509A0JTWZ00,1,keso怎么看,科技,中,3,中,2018/5/9 11:00,2018/5/9 10:45,--,--,--,科技频道-精品池
2281,5.9,特斯拉五月围城：缺钱、缺车、缺人，只有中国才能救特斯拉,http://view.inews.qq.com/a/20180509A09KHB00,1,车东西,科技,高,4,中,2018/5/9 8:27,2018/5/9 8:03,--,--,--,"科技频道-精品池,Top频道-精品池"
2282,5.9,SpaceX将发射最终版“猎鹰9号”，可执行多次重复发射任务,http://view.inews.qq.com/a/20180509A0AXFZ00,,pingwest中文网,科技,中,3,中,2018/5/9 11:49,2018/5/9 8:30,--,--,--,科技频道-精品池
2283,5.9,人脑组织在老鼠体内培育成功，总共存活了 233 天！,http://view.inews.qq.com/a/20180509A0KWUL00,,DeepTech深科技,科学,高,4,中,2018/5/9 11:04,2018/5/9 11:01,--,--,--,"科技频道-精品池,科普频道-精品池,Top频道-精品池"
2284,5.9,安卓9.0首批升级的机型是这些：国产手机全面逆袭,http://view.inews.qq.com/a/20180509A0LOOA00,,雷科技,数码,中,3,中,2018/5/9 11:13,2018/5/9 11:10,--,--,--,"科技频道-精品池,天津分站-精品池,数码频道-精品池,武汉地方站-精品池"
2285,5.9,谷歌地图未来路线：大力开拓本地生活服务，尝试击败Yelp,http://view.inews.qq.com/a/TEC2018050902097800,, Mashable中文站,科技,高,3,中,2018/5/9 11:38,2018/5/9 11:18,--,--,--,科技频道-精品池
2286,5.9,这个AI可以帮你打电话订座位！谷歌CEO演示Duplex,http://view.inews.qq.com/a/20180509V0HUN300,,,其他,中,3,中,2018/5/9 11:34,2018/5/9 10:23,--,--,--,科技频道-精品池
2287,5.9,英特尔7200万美元投12家创业公司，涵盖AI物联网等多领域,http://view.inews.qq.com/a/TEC2018050902030400,,腾讯科技,科技,高,3,中,2018/5/9 11:14,2018/5/9 11:04,--,--,--,"科技频道-精品池,Top频道-精品池"
2288,5.9,第一个区块链小程序诞生：帮你把协议写上区块链 别人无法篡改,http://view.inews.qq.com/a/20180509A0HC1L00,,36氪,科技,中,4,中,2018/5/9 10:24,2018/5/9 10:10,--,--,--,"科技频道-精品池,Top频道-精品池,财经频道-精品池"
2289,5.9,微医完成5亿美元融资：估值55亿美元，年底赴港分拆上市成定局,http://view.inews.qq.com/a/20180509A0KB0000,,36氪,科技,中,3,中,2018/5/9 11:04,2018/5/9 10:52,--,--,--,"股票频道-精品池,科技频道-精品池"
2290,5.9,iPhone X不会被破解了？苹果将为系统增加USB限制模式,http://view.inews.qq.com/a/20180509A0KDTU00,,雷科技,数码,中,3,中,2018/5/9 10:55,2018/5/9 10:53,--,--,--,"长沙地方站-精品池,科技频道-精品池,天津分站-精品池"
2291,5.9,刷新相关纪录 奥克斯侵犯格力专利被判赔4600万,http://view.inews.qq.com/a/TEC2018050900660400,,法治周末 ,法律,中,3,中,2018/5/9 8:00,2018/5/9 7:57,--,--,--,科技频道-精品池
2292,5.9,黑科技来了！周黑鸭智慧门店用上人脸识别、无感支付,http://view.inews.qq.com/a/20180509A0ITC800,,亿欧网,科技,中,3,中,2018/5/9 11:15,2018/5/9 10:31,--,--,--,科技频道-精品池
2293,5.9,Facebook成立以来最大规模架构重组，新任高管分工曝光,http://view.inews.qq.com/a/TEC2018050902043400,, BI中文站,科技,高,3,中,2018/5/9 11:12,2018/5/9 11:08,--,--,--,科技频道-精品池
2294,5.9,一线 | 开启加盟模式，顺丰联手新邦进军重货快运,http://view.inews.qq.com/a/FIN2018050902001100,,一线,科技,高,3,中,2018/5/9 10:58,2018/5/9 10:58,--,--,--,"财经频道-精品池,珠海地方站-精品池,科技频道-精品池,Top频道-精品池"
2295,5.9,快手成为俄罗斯用户下载最多的移动应用,http://view.inews.qq.com/a/20180509A0BHIH00,,宋清辉,科技,高,3,中,2018/5/9 10:41,2018/5/9 8:42,--,--,--,"科技频道-精品池,Top频道-精品池"
2296,5.9,一位纽约女码农和她制造的“开源男友”,http://view.inews.qq.com/a/20180509A0KBQ000,,钛媒体APP,科技,中,3,中,2018/5/9 11:01,2018/5/9 10:52,--,--,--,科技频道-精品池
2297,5.9,腾讯智慧零售再出新招 首家全自助化智慧餐饮门店亮相深圳,http://view.inews.qq.com/a/TEC2018050902004500,,腾讯科技,科技,高,3,中,2018/5/9 11:00,2018/5/9 10:59,--,--,--,科技频道-精品池
2298,5.9,苹果公布iOS新规：所有App都要适配刘海屏！,http://view.inews.qq.com/a/20180509A0IHSF00,,TechWeb,数码,中,3,中,2018/5/9 10:40,2018/5/9 10:27,--,--,--,科技频道-精品池
2299,5.9,"谷歌发者大会：AI“贯穿一切”,在这里读懂谷歌和人类未来",http://view.inews.qq.com/a/20180509A0FK7B00,,全天候科技,科技,中,3,中,2018/5/9 10:40,2018/5/9 9:47,--,--,--,科技频道-精品池
2300,5.9,十年最大革新？Android 9.0发布，小米OV用户有福了,http://view.inews.qq.com/a/20180509A0IIUU00,,TechWeb,数码,中,3,中,2018/5/9 10:35,2018/5/9 10:27,--,--,--,科技频道-精品池
2301,5.9,华中最大网红孵化基地落户武汉，全方位培养包装主播,http://view.inews.qq.com/a/20180509A0IJOI00,,站长之家网站,科技,中,3,中,2018/5/9 10:32,2018/5/9 10:27,--,--,--,科技频道-精品池
2302,5.9,Uber宣布将与美军合作研究安静飞机转子技术,http://view.inews.qq.com/a/TEC2018050901794500,,腾讯科技,科技,高,3,中,2018/5/9 10:23,2018/5/9 10:20,--,--,--,"科技频道-精品池,Top频道-精品池"
2303,5.9,一线 | AI制药公司晶泰科技与辉瑞公司宣布战略合作,http://view.inews.qq.com/a/TEC2018050901715400,,一线,科技,高,3,中,2018/5/9 10:31,2018/5/9 10:08,--,--,--,科技频道-精品池
2304,5.9,灵雀云获英特尔战略投资 加速抢占容器PaaS制高点,http://view.inews.qq.com/a/TEC2018050901845100,,腾讯科技,科技,高,3,中,2018/5/9 10:31,2018/5/9 10:29,--,--,--,科技频道-精品池
2305,5.9,2018谷歌开发者大会全程视频回放：AI助手打电话可以假乱真,http://view.inews.qq.com/a/TEC2018050901609500,,,,高,3,中,2018/5/9 9:56,2018/5/9 9:54,--,--,--,"科技频道-精品池,Top频道-精品池"
2306,5.9,一App默许用户发布淫秽图片视频再平分利润，两负责人获刑,http://view.inews.qq.com/a/20180509A0AC0B00,,澎湃新闻,社会,中,4,中,2018/5/9 8:24,2018/5/9 8:13,--,--,--,"吉林省地方站-精品池,科技频道-精品池,河南地方站-精品池,Top频道-精品池"
2307,5.9,2分钟看完Google IO大会看点：AI 依旧是主角,http://view.inews.qq.com/a/TEC2018050901594200,,,,高,3,中,2018/5/9 9:56,2018/5/9 9:52,--,--,--,"科技频道-精品池,Top频道-精品池"
2308,5.9,进口商品S2B平台行云全球汇完成3亿融资，金沙江联合资本领投,http://view.inews.qq.com/a/TEC2018050901413900,,腾讯科技,科技,高,3,中,2018/5/9 9:57,2018/5/9 9:33,--,--,--,"科技频道-精品池,Top频道-精品池"
2309,5.9,华为麒麟980处理器新曝光：台积电7nm工艺，寒武纪关联,http://view.inews.qq.com/a/20180508A1YRYC00,,手机杂谈二三事,数码,高,3,中,2018/5/9 9:59,2018/5/8 23:00,--,--,--,"科技频道-精品池,Top频道-精品池"
2310,5.9,每年看完谷歌I/O大会，我都想换个安卓手机！,http://view.inews.qq.com/a/20180509A0DK7200,,硅谷密探,科技,高,3,中,2018/5/9 10:01,2018/5/9 9:17,--,--,--,"科技频道-精品池,Top频道-精品池"
2311,5.9,谷歌I/O大会开幕，安卓P系统亮相：强调AI，手势操作出现,http://view.inews.qq.com/a/20180509A0HRII00,,雷科技,科技,中,3,中,2018/5/9 10:23,2018/5/9 10:16,--,--,--,科技频道-精品池
2312,5.9,“复仇者”赵长鹏反攻，红杉为何愿做一名“沉默者”？,http://view.inews.qq.com/a/20180509A0BYWW00,,36氪,财经,中,3,中,2018/5/9 10:10,2018/5/9 8:53,--,--,--,科技频道-精品池
2313,5.9,20岁的谷歌，全面AI化1年后给出了哪些惊喜,http://view.inews.qq.com/a/20180509A0AEDK00,,大数据文摘,科技,中,3,中,2018/5/9 10:10,2018/5/9 8:14,--,--,--,科技频道-精品池
2314,5.9,氪空间刘成城：盲目并购无意义，2020年追上WeWork,http://view.inews.qq.com/a/20180509A0GLVA00,,猎云网,科技,中,3,中,2018/5/9 10:05,2018/5/9 10:03,--,--,--,科技频道-精品池
2315,5.9,淘宝版《旅行青蛙》来了，“佛系”等待蛙儿子回家的心情迫切,http://view.inews.qq.com/a/20180509A0FN5G00,,36氪,游戏,中,3,中,2018/5/9 10:04,2018/5/9 9:49,--,--,--,科技频道-精品池
2316,5.9,灵雀云获英特尔战略投资，推动容器PaaS发展,http://view.inews.qq.com/a/20180509A0FW0Q00,,猎云网,科技,中,3,中,2018/5/9 9:57,2018/5/9 9:52,--,--,--,科技频道-精品池
2317,5.9,币圈大佬夜宴：徐小平组局 喝几万块的酒却是最尴尬应酬,http://view.inews.qq.com/a/TEC2018050901451000,,壹块硬币,社会,中,4,中,2018/5/9 9:57,2018/5/9 9:36,--,--,--,科技频道-精品池
2318,5.9,5个月英特尔投资部拿出1.15亿美元，帮助NBA和创业者,http://view.inews.qq.com/a/20180509A0FAH800,,财经天下周刊,科技,高,3,中,2018/5/9 9:45,2018/5/9 9:43,--,--,--,"科技频道-精品池,Top频道-精品池"
2319,5.9,谷歌的AI冒充你打电话，接你下茬儿替你回邮件，你还活着干嘛？,http://view.inews.qq.com/a/20180509A0E35S00,,pingwest中文网,科技,中,3,中,2018/5/9 9:52,2018/5/9 9:25,--,--,--,科技频道-精品池
2320,5.9,谷歌仍有理想：开发者大会上，AI就是唯一，AR/VR全缺席,http://view.inews.qq.com/a/20180509A09LTK00,,DeepTech深科技,科技,中,3,中,2018/5/9 9:25,2018/5/9 8:04,--,--,--,"科技频道-精品池,科普频道-精品池"
2321,5.9,是时候从淘宝捡回你的蛙儿子了，如果你还想得起来它是谁的话,http://view.inews.qq.com/a/20180509A0CCI300,,pingwest中文网,科技,中,3,中,2018/5/9 9:35,2018/5/9 9:01,--,--,--,科技频道-精品池
2322,5.9,EA第四财季净利润6.07亿美元 宣布24亿美元股票回购计划,http://view.inews.qq.com/a/TEC2018050901099800,,腾讯科技,游戏,高,3,中,2018/5/9 9:24,2018/5/9 8:57,267701,878,0.33%,"科技频道-精品池,Top频道-精品池"
2323,5.9,无法“脚踏实地”的Uber，能圆飞天汽车梦吗？,http://view.inews.qq.com/a/20180509A08YIK00,,猎云网,科技,高,4,中,2018/5/9 7:50,2018/5/9 7:37,--,--,--,"科技频道-精品池,数码频道-精品池,汽车频道-精品池"
2324,5.9,什么样的微信公众号值38亿元？量子云了解一下,http://view.inews.qq.com/a/TEC2018050901272000,,新榜mp,科技,高,3,中,2018/5/9 9:28,2018/5/9 9:19,--,--,--,"科技频道-精品池,Top频道-精品池"
2325,5.9,灵雀云获新一轮融资，英特尔投资领投，明照资本等战略投资人跟投,http://view.inews.qq.com/a/20180509A0DTXL00,,投资界,科技,中,3,中,2018/5/9 9:26,2018/5/9 9:21,--,--,--,科技频道-精品池
2326,5.9,乐视网要凉？深交所询问会否暂停上市，巨亏138亿成A股亏损王,http://view.inews.qq.com/a/20180509A0DGVL00,,AI财经社,财经,中,3,中,2018/5/9 9:18,2018/5/9 9:15,--,--,--,"科技频道-精品池,股票频道-精品池"
2327,5.9,把鲜花果酿进酒里，[食喜]要用果香美酒满足姑娘的味蕾,http://view.inews.qq.com/a/20180509A0BZ8T00,,36氪,生活方式,中,3,中,2018/5/9 8:56,2018/5/9 8:53,--,--,--,科技频道-精品池
2328,5.9,美国宇航局与优步签署合作协议，探索城市空中交通系统,http://view.inews.qq.com/a/TEC2018050900856300,,中新网,科技,高,3,中,2018/5/9 8:26,2018/5/9 8:25,--,--,--,"科技频道-精品池,Top频道-精品池"
2329,5.9,百度元老今何在？,http://view.inews.qq.com/a/20180509A0BPNS00,,中国企业家,科技,中,3,中,2018/5/9 8:48,2018/5/9 8:47,--,--,--,"科技频道-精品池,股票频道-精品池,Top频道-精品池"
2330,5.9,宠物行业市场年增长30%，爱宠医生获上千万战略融资,http://view.inews.qq.com/a/20180509A0AK3500,,创业邦,宠物,中,3,中,2018/5/9 8:41,2018/5/9 8:19,--,--,--,科技频道-精品池
2331,5.9,杀回中国市场，LG手机这次也玩起了性价比,http://view.inews.qq.com/a/20180509A0AYX400,,钛媒体APP,数码,中,3,中,2018/5/9 8:41,2018/5/9 8:32,--,--,--,科技频道-精品池
2332,5.9,进口快销S2B平台“行云全球汇”获3亿人民币A轮融资,http://view.inews.qq.com/a/20180509A0BB3J00,,36氪,科技,中,3,中,2018/5/9 8:41,2018/5/9 8:37,--,--,--,科技频道-精品池
2333,5.9,好租完成C轮融资，国投创合、愉悦资本投资 | 投融资日报,http://view.inews.qq.com/a/20180509A0B9TM00,,腾讯创业,科技,中,3,中,2018/5/9 8:40,2018/5/9 8:37,--,--,--,科技频道-精品池
2334,5.9,傅盛：年轻人最不怕的就是失败,http://view.inews.qq.com/a/20180509A0BABO00,,腾讯创业,职场,中,3,中,2018/5/9 8:39,2018/5/9 8:37,--,--,--,科技频道-精品池
2335,5.9,三星可折叠手机要来了，对折后只有3.5英寸，你会买吗？,http://view.inews.qq.com/a/20180509A0BB9U00,,极客视界,数码,中,3,中,2018/5/9 8:39,2018/5/9 8:37,--,--,--,科技频道-精品池
2336,5.9,众筹排行榜 | 会爬楼梯的手推车，轮子可折叠，实用设计！,http://view.inews.qq.com/a/20180509A0BB2T00,,极客视界,其他,中,3,中,2018/5/9 8:38,2018/5/9 8:38,--,--,--,科技频道-精品池
2337,5.9,拼多多崛起重伤京东？刘强东：京东注重品质，跟它不是一个级别,http://view.inews.qq.com/a/20180509A0B29L00,,AI财经社,科技,高,3,中,2018/5/9 8:36,2018/5/9 8:34,--,--,--,"科技频道-精品池,股票频道-精品池,Top频道-精品池"
2338,5.9,看完谷歌I/O 2018大会，用iPhone的我彻底凌乱了！,http://view.inews.qq.com/a/20180509A0AMDZ00,,猎云网,科技,中,3,中,2018/5/9 8:30,2018/5/9 8:21,--,--,--,科技频道-精品池
